action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,Active,5505494,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(N2C3=C(CC4=C2CCCC4=O)C(=O)CCC3)cc1,,,CHEMBL1201862,,,"{'bei': '19.88', 'le': '0.37', 'lle': '2.51', 'sei': '13.79'}",CHEMBL1492213,,CHEMBL1492213,6.43,0,http://www.openphacts.org/units/Nanomolar,980286,=,7,1,=,,IC50,nM,,372.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,0.372
,Active,5505495,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CC(=O)Nc1ccc2cc3ccc(NC(C)=O)cc3nc2c1,,,CHEMBL1201862,,,"{'bei': '16.54', 'le': '0.30', 'lle': '1.55', 'sei': '6.82'}",CHEMBL244683,,CHEMBL244683,4.85,0,http://www.openphacts.org/units/Nanomolar,1146254,=,7,1,=,,IC50,nM,,14100.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,14.1
,Active,5505496,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Nc1c(C(=O)NCc2ccco2)c2nc3ccccc3nc2n1CCc1ccccc1F,,,CHEMBL1201862,,,"{'bei': '11.32', 'le': '0.21', 'lle': '0.79', 'sei': '4.91'}",CHEMBL1465475,,CHEMBL1465475,4.86,0,http://www.openphacts.org/units/Nanomolar,1001145,=,7,1,=,,IC50,nM,,13700.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,13.7
,Active,5505497,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1nc2ccc(S(=O)(=O)Nc3ccc(-c4nc5cccnc5s4)cc3)cc2s1,,,CHEMBL1201862,,,"{'bei': '13.22', 'le': '0.27', 'lle': '0.72', 'sei': '6.83'}",CHEMBL1372231,,CHEMBL1372231,5.80,0,http://www.openphacts.org/units/Nanomolar,1036384,=,7,1,=,,IC50,nM,,1600.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,1.6
,inactive,5505498,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCOC(=O)C1=C(Cc2ccc(Cl)cc2)C(=O)c2ccccc2C1=O,,,CHEMBL1201862,,,,CHEMBL1370183,,CHEMBL1370183,,0,http://www.openphacts.org/units/Nanomolar,992749,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,inactive,5505499,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,N#Cc1c2c(c(NCc3cccnc3)n3c1nc1ccccc13)CCC2,,,CHEMBL1201862,,,"{'bei': '12.50', 'le': '0.22', 'lle': '0.39', 'sei': '6.43'}",CHEMBL1582936,,CHEMBL1582936,4.24,0,http://www.openphacts.org/units/Nanomolar,999525,=,7,1,=,,IC50,nM,,57000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,57.0
,inactive,5505500,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,O=C(c1cccnc1)N(c1cc2sc(=O)oc2c2ccccc12)S(=O)(=O)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL1419943,,CHEMBL1419943,,0,http://www.openphacts.org/units/Nanomolar,1031724,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,inactive,5505501,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CC(C)c1cc(N2CCN(C(=O)c3ccco3)CC2)n2c(nc3ccccc32)c1C#N,,,CHEMBL1201862,,,,CHEMBL1311027,,CHEMBL1311027,,0,http://www.openphacts.org/units/Nanomolar,1277543,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5505502,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,O=c1[nH]c(=O)c2nc(-c3ccc(Cl)cc3)cnc2[nH]1,,,CHEMBL1201862,,,"{'bei': '22.54', 'le': '0.45', 'lle': '4.86', 'sei': '6.77'}",CHEMBL1331901,,CHEMBL1331901,6.19,0,http://www.openphacts.org/units/Nanomolar,1095809,=,7,1,=,,IC50,nM,,643.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,0.643
,inactive,5505503,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc(C)cc(-n2c3nc4ccccc4nc3c3c(=O)n(Cc4ccco4)cnc32)c1,,,CHEMBL1201862,,,,CHEMBL1340587,,CHEMBL1340587,,0,http://www.openphacts.org/units/Nanomolar,1301821,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5505504,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COCCCNC(=O)c1c(NC(=O)c2ccco2)n(Cc2ccccc2)c2nc3ccccc3nc12,,,CHEMBL1201862,,,"{'bei': '13.38', 'le': '0.25', 'lle': '2.23', 'sei': '5.81'}",CHEMBL1548014,,CHEMBL1548014,6.47,0,http://www.openphacts.org/units/Nanomolar,1300560,=,7,1,=,,IC50,nM,,340.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,0.34
,Active,5505505,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCc1ccc(C2C3=C(O)CC(C)(C)CC3=Nc3c2c(O)nc2nc(C)nn32)cc1,,,CHEMBL1201862,,,"{'bei': '13.47', 'le': '0.25', 'lle': '0.88', 'sei': '5.67'}",CHEMBL1420108,,CHEMBL1420108,5.43,0,http://www.openphacts.org/units/Nanomolar,1307464,=,7,1,=,,IC50,nM,,3680.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,3.68
,Active,5505506,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,C=CCOc1c(Br)cc(C2C3=C(CCCC3=O)N(C)C3=C2C(=O)CCC3)cc1OCC,,,CHEMBL1201862,,,"{'bei': '12.46', 'le': '0.27', 'lle': '0.60', 'sei': '10.86'}",CHEMBL1486938,,CHEMBL1486938,6.06,0,http://www.openphacts.org/units/Nanomolar,1052150,=,7,1,=,,IC50,nM,,865.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,0.865
,Active,5505507,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCN1CCS/C1=C\C=C\C1=[N+](CC)CCS1.[I-],,,CHEMBL1201862,,,"{'bei': '21.78', 'le': '0.47', 'lle': '3.24', 'sei': '93.91'}",CHEMBL1333600,,CHEMBL1617688,5.87,0,http://www.openphacts.org/units/Nanomolar,1091579,=,7,1,=,,IC50,nM,,1350.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,1.35
,Active,5505508,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(C2c3ccc(O)cc3Oc3ncn4nc(-c5ccccn5)nc4c32)cc1,,,CHEMBL1201862,,,"{'bei': '10.96', 'le': '0.20', 'lle': '0.45', 'sei': '4.90'}",CHEMBL1609317,,CHEMBL1609317,4.64,0,http://www.openphacts.org/units/Nanomolar,1141911,=,7,1,=,,IC50,nM,,22900.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,22.9
,Active,5505509,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,N#Cc1c(NCCN)nc(NCc2ccccc2)c2c1CCN(Cc1ccccc1)C2,,,CHEMBL1201862,,,"{'bei': '12.94', 'le': '0.24', 'lle': '1.85', 'sei': '5.93'}",CHEMBL1453264,,CHEMBL1453264,5.34,0,http://www.openphacts.org/units/Nanomolar,1298378,=,7,1,=,,IC50,nM,,4570.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,4.57
,Active,5505510,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CC1=CC(c2ccc(Cl)cc2)n2nc(NS(=O)(=O)c3ccc(C)cc3)nc2N1,,,CHEMBL1201862,,,"{'bei': '11.13', 'le': '0.23', 'lle': '0.67', 'sei': '5.20'}",CHEMBL1340799,,CHEMBL1340799,4.63,0,http://www.openphacts.org/units/Nanomolar,1003849,=,7,1,=,,IC50,nM,,23600.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,23.6
,Active,5505511,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3.Cl,,,CHEMBL1201862,,,"{'bei': '19.26', 'le': '0.35', 'lle': '2.30', 'sei': '11.78'}",CHEMBL1380684,,CHEMBL416288,5.15,0,http://www.openphacts.org/units/Nanomolar,980108,=,7,1,=,,IC50,nM,,7120.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,7.12
,Active,5505512,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,O=C(CC1Sc2ccccc2NC1=O)OCc1cc(=O)oc2cc(O)ccc12,,,CHEMBL1201862,,,"{'bei': '14.01', 'le': '0.27', 'lle': '2.53', 'sei': '5.26'}",CHEMBL1410686,,CHEMBL1410686,5.57,0,http://www.openphacts.org/units/Nanomolar,1047755,=,7,1,=,,IC50,nM,,2710.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,2.71
,Active,5505513,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCOCCCn1c(=N)c(C(N)=S)cc2c(=O)n3cccc(C)c3nc21,,,CHEMBL1201862,,,"{'bei': '17.74', 'le': '0.35', 'lle': '5.09', 'sei': '6.70'}",CHEMBL1487114,,CHEMBL1487114,6.59,0,http://www.openphacts.org/units/Nanomolar,1194307,=,7,1,=,,IC50,nM,,257.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,0.257
,Active,5505514,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CC(C)CNC(=O)c1c(N)n(Cc2ccco2)c2nc3ccccc3nc12,,,CHEMBL1201862,,,"{'bei': '15.77', 'le': '0.29', 'lle': '2.54', 'sei': '5.79'}",CHEMBL1505563,,CHEMBL1505563,5.73,0,http://www.openphacts.org/units/Nanomolar,1001521,=,7,1,=,,IC50,nM,,1860.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,1.86
,Active,5505515,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,N#Cc1cc2c(=O)n3ccccc3nc2n(Cc2ccco2)/c1=N/C(=O)c1ccco1,,,CHEMBL1201862,,,"{'bei': '14.04', 'le': '0.25', 'lle': '3.28', 'sei': '4.86'}",CHEMBL1987092,,CHEMBL1987092,5.78,0,http://www.openphacts.org/units/Nanomolar,1041192,=,7,1,=,,IC50,nM,,1670.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,1.67
,inactive,5505516,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CN(CCC#N)C(=O)COC(=O)c1c2c(nc3ccccc13)/C(=C/c1ccco1)CC2,,,CHEMBL1201862,,,"{'bei': '10.12', 'le': '0.19', 'lle': '0.36', 'sei': '4.36'}",CHEMBL1587502,,CHEMBL1587502,4.21,0,http://www.openphacts.org/units/Nanomolar,1037574,=,7,1,=,,IC50,nM,,62400.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,62.4
,Active,5505517,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Oc1ccc(O)c(-c2cnns2)c1,,,CHEMBL1201862,,,"{'bei': '23.02', 'le': '0.47', 'lle': '2.85', 'sei': '6.75'}",CHEMBL1327880,,CHEMBL1327880,4.47,0,http://www.openphacts.org/units/Nanomolar,1049699,=,7,1,=,,IC50,nM,,33800.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,33.8
,inactive,5505518,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCOC(=O)N1CCC(NC(=O)c2ccc3c(c2)N(C)CCS3)CC1,,,CHEMBL1201862,,,,CHEMBL1541466,,CHEMBL1541466,,0,http://www.openphacts.org/units/Nanomolar,1174470,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,inactive,5505519,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(S(=O)(=O)c2c(N)n(Cc3ccco3)c3nc4ccccc4nc23)cc1,,,CHEMBL1201862,,,,CHEMBL1549079,,CHEMBL1549079,,0,http://www.openphacts.org/units/Nanomolar,1303695,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5505520,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,O=C(NCc1ccccn1)c1cc2c(ccc3ccccc32)oc1=O,,,CHEMBL1201862,,,"{'bei': '17.79', 'le': '0.32', 'lle': '2.61', 'sei': '8.14'}",CHEMBL1424123,,CHEMBL1424123,5.88,0,http://www.openphacts.org/units/Nanomolar,1101558,=,7,1,=,,IC50,nM,,1330.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,1.33
,Active,5505521,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc2n(n1)C(c1ccc(N(C)C)cc1)Nc1ccccc1-2,,,CHEMBL1201862,,,"{'bei': '14.18', 'le': '0.26', 'lle': '0.42', 'sei': '13.04'}",CHEMBL1544951,,CHEMBL1544951,4.32,0,http://www.openphacts.org/units/Nanomolar,1297690,=,7,1,=,,IC50,nM,,48300.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,48.3
,inactive,5505522,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cn1c(=O)c(/C=N/c2ccccc2)c(O)c2ccccc21,,,CHEMBL1201862,,,,CHEMBL3214124,,CHEMBL3214124,,0,http://www.openphacts.org/units/Nanomolar,1152985,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
